Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Research & Development,Life Sciences,1275,Male,Research Scientist,Single,Yes,Y,2,Avg,26,0.00%,583,4,0,2,1,3,0,53,3,1,4,1,2875,9973,1,20,4,2,80,0,8,8,5,2,2
Yes,Travel_Rarely,Sales,Marketing,1277,Female,Manager,Single,Yes,Y,2,Good,45,100.00%,1449,2,0,3,1,1,1,94,1,5,2,0,18824,2493,2,16,3,1,80,0,26,24,10,1,11
No,Non-Travel,Research & Development,Medical,1278,Male,Healthcare Representative,Divorced,Yes,Y,3,Good,55,0.00%,177,8,0,1,1,4,0,37,2,4,2,1,13577,25592,1,15,3,4,80,1,34,33,9,15,0
Yes,Travel_Frequently,Research & Development,Life Sciences,1279,Female,Laboratory Technician,Single,No,Y,2,Bad,21,100.00%,251,10,0,2,1,1,1,45,2,1,3,0,2625,25308,1,20,4,3,80,0,2,2,2,2,2
No,Travel_Rarely,Sales,Marketing,1280,Female,Manager,Married,No,Y,2,Good,46,0.00%,168,4,0,2,1,4,1,33,2,5,2,0,18789,9946,2,14,3,3,80,1,26,11,4,0,8
No,Travel_Rarely,Sales,Marketing,1281,Female,Sales Executive,Single,Yes,Y,3,Good,34,0.00%,131,2,0,3,1,3,1,86,3,2,1,0,4538,6039,0,12,3,4,80,0,4,3,2,0,2
No,Travel_Frequently,Sales,Life Sciences,1282,Male,Manager,Divorced,Yes,Y,5,Avg,51,0.00%,237,9,0,3,1,4,0,83,3,5,2,1,19847,19196,4,24,4,1,80,1,31,29,10,11,10
No,Travel_Rarely,Research & Development,Medical,1283,Male,Manufacturing Director,Single,No,Y,6,Avg,59,0.00%,1429,18,0,4,1,4,0,67,3,3,4,1,10512,20002,6,12,3,4,80,0,25,9,7,5,4
No,Travel_Frequently,Research & Development,Medical,1285,Female,Laboratory Technician,Divorced,No,Y,2,Best,34,0.00%,135,19,0,3,1,3,1,46,3,2,2,0,4444,22534,4,13,3,3,80,2,15,11,8,5,10
No,Travel_Frequently,Research & Development,Medical,1286,Male,Laboratory Technician,Single,Yes,Y,2,Avg,28,0.00%,791,1,0,4,1,4,0,44,3,1,3,1,2154,6842,0,11,3,3,80,0,5,4,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1288,Male,Manager,Divorced,No,Y,4,Avg,44,0.00%,1199,4,0,2,1,3,0,92,4,5,1,1,19190,17477,1,14,3,4,80,2,26,25,9,14,13
No,Travel_Frequently,Human Resources,Life Sciences,1289,Male,Human Resources,Married,No,Y,5,Best,34,0.00%,648,11,0,3,1,3,0,56,2,2,2,1,4490,21833,4,11,3,4,80,2,14,10,9,1,8
No,Travel_Rarely,Research & Development,Life Sciences,1291,Male,Research Scientist,Married,Yes,Y,3,Good,35,0.00%,735,6,0,1,1,3,0,66,3,1,3,1,3506,6020,0,14,3,4,80,0,4,3,2,2,2
No,Travel_Rarely,Research & Development,Medical,1292,Female,Research Scientist,Married,Yes,Y,2,Good,42,0.00%,603,7,0,4,1,2,1,78,4,2,2,0,2372,5628,6,16,3,4,80,0,18,1,0,0,0
No,Travel_Rarely,Sales,Marketing,1293,Female,Sales Executive,Single,No,Y,3,Best,43,0.00%,531,4,0,4,1,4,1,56,2,3,4,0,10231,20364,3,14,3,4,80,0,23,21,7,15,17
No,Travel_Rarely,Research & Development,Life Sciences,1294,Female,Manufacturing Director,Single,Yes,Y,2,Good,36,0.00%,429,2,0,4,1,3,1,53,3,2,2,0,5410,2323,9,11,3,4,80,0,18,16,14,5,12
Yes,Travel_Rarely,Research & Development,Medical,1295,Female,Healthcare Representative,Married,No,Y,2,Good,44,100.00%,621,15,0,3,1,1,1,73,3,3,4,0,7978,14075,1,11,3,4,80,1,10,10,7,0,5
No,Travel_Frequently,Research & Development,Life Sciences,1296,Male,Laboratory Technician,Married,Yes,Y,2,Good,28,0.00%,193,2,0,3,1,4,0,52,2,1,4,1,3867,14222,1,12,3,2,80,1,2,2,2,2,2
No,Travel_Frequently,Research & Development,Medical,1297,Female,Laboratory Technician,Single,No,Y,6,Avg,51,0.00%,968,6,0,2,1,2,1,40,2,1,3,0,2838,4257,0,14,3,2,80,0,8,7,0,7,7
No,Non-Travel,Research & Development,Medical,1298,Female,Manufacturing Director,Single,Yes,Y,3,Good,30,0.00%,879,9,0,2,1,3,1,72,3,2,3,0,4695,12858,7,18,3,3,80,0,10,8,4,1,7
Yes,Travel_Rarely,Research & Development,Technical Degree,1299,Female,Laboratory Technician,Divorced,Yes,Y,2,Good,29,100.00%,806,7,0,3,1,2,1,39,3,1,3,0,3339,17285,3,13,3,1,80,2,10,7,7,7,7
No,Travel_Rarely,Research & Development,Technical Degree,1301,Male,Research Scientist,Single,No,Y,2,Avg,28,0.00%,640,1,0,3,1,4,0,84,3,1,1,1,2080,4732,2,11,3,2,80,0,5,3,2,1,2
No,Travel_Rarely,Research & Development,Medical,1303,Female,Research Scientist,Single,No,Y,3,Avg,25,0.00%,266,1,0,3,1,4,1,40,3,1,2,0,2096,18830,1,18,3,4,80,0,2,2,2,2,1
No,Travel_Rarely,Sales,Medical,1304,Male,Sales Executive,Married,No,Y,4,Best,32,0.00%,604,8,0,3,1,3,0,56,4,2,4,1,6209,11693,1,15,3,3,80,2,10,10,7,0,8
No,Travel_Frequently,Research & Development,Medical,1306,Female,Manager,Single,No,Y,4,Good,45,0.00%,364,25,0,3,1,2,1,83,3,5,2,0,18061,13035,3,22,4,3,80,0,22,0,0,0,0
No,Travel_Rarely,Research & Development,Medical,1307,Female,Manager,Divorced,Yes,Y,4,Good,39,0.00%,412,13,0,4,1,3,1,94,2,4,2,0,17123,17334,6,13,3,4,80,2,21,19,9,15,2
No,Travel_Rarely,Research & Development,Life Sciences,1308,Male,Research Scientist,Divorced,No,Y,3,Good,58,0.00%,848,23,0,4,1,1,0,88,3,1,3,1,2372,26076,1,12,3,4,80,2,2,2,2,2,2
Yes,Travel_Rarely,Research & Development,Life Sciences,1309,Male,Laboratory Technician,Married,No,Y,3,Good,32,100.00%,1089,7,0,2,1,4,0,79,3,2,3,1,4883,22845,1,18,3,1,80,1,10,10,4,1,1
Yes,Travel_Rarely,Research & Development,Medical,1310,Male,Research Scientist,Single,No,Y,2,Good,39,100.00%,360,23,0,3,1,3,0,93,3,1,1,1,3904,22154,0,13,3,1,80,0,6,5,2,0,3
No,Travel_Rarely,Research & Development,Technical Degree,1311,Female,Laboratory Technician,Married,No,Y,6,Good,30,0.00%,1138,6,0,3,1,1,1,48,2,2,4,0,4627,23631,0,12,3,1,80,1,10,9,2,6,7
No,Travel_Rarely,Research & Development,Technical Degree,1312,Female,Healthcare Representative,Married,No,Y,0,Good,36,0.00%,325,10,0,4,1,4,1,63,3,3,3,0,7094,5747,3,12,3,1,80,0,10,7,7,1,7
No,Travel_Rarely,Human Resources,Life Sciences,1314,Female,Human Resources,Single,No,Y,3,Best,46,0.00%,991,1,0,2,1,4,1,44,3,1,1,0,3423,22957,6,12,3,3,80,0,10,7,6,5,7
No,Non-Travel,Research & Development,Life Sciences,1315,Female,Laboratory Technician,Married,No,Y,6,Good,28,0.00%,1476,1,0,3,1,3,1,55,1,2,4,0,6674,16392,0,11,3,1,80,3,10,9,8,7,5
No,Travel_Rarely,Research & Development,Life Sciences,1317,Female,Research Director,Married,Yes,Y,2,Good,50,0.00%,1322,28,0,3,1,4,1,43,3,4,1,0,16880,22422,4,11,3,2,80,0,25,3,2,1,2
Yes,Travel_Rarely,Sales,Marketing,1318,Male,Sales Executive,Single,Yes,Y,2,Good,40,100.00%,299,25,0,4,1,4,0,57,2,3,2,1,9094,17235,2,12,3,3,80,0,9,5,4,1,0
Yes,Travel_Rarely,Sales,Life Sciences,1319,Male,Sales Executive,Single,Yes,Y,2,Avg,52,100.00%,1030,5,0,3,1,2,0,64,3,3,2,1,8446,21534,9,19,3,3,80,0,10,8,7,7,7
No,Travel_Rarely,Research & Development,Medical,1321,Female,Manager,Married,Yes,Y,2,Good,30,0.00%,634,17,0,4,1,2,1,95,3,3,1,0,11916,25927,1,23,4,4,80,2,9,9,1,0,8
No,Travel_Rarely,Research & Development,Life Sciences,1322,Male,Manufacturing Director,Single,No,Y,6,Good,39,0.00%,524,18,0,2,1,1,0,32,3,2,3,1,4534,13352,0,11,3,1,80,0,9,8,7,1,7
No,Non-Travel,Sales,Life Sciences,1324,Female,Sales Executive,Divorced,Yes,Y,5,Avg,31,0.00%,587,2,0,4,1,4,1,57,3,3,3,0,9852,8935,1,19,3,1,80,1,10,10,8,9,6
No,Non-Travel,Sales,Medical,1329,Male,Sales Executive,Single,No,Y,4,Good,41,0.00%,256,10,0,2,1,3,0,40,1,2,2,1,6151,22074,1,13,3,1,80,0,19,19,2,11,9
Yes,Travel_Frequently,Sales,Life Sciences,1331,Female,Sales Representative,Single,Yes,Y,2,Best,31,100.00%,1060,1,0,3,1,4,1,54,3,1,2,0,2302,8319,1,11,3,1,80,0,3,3,2,2,2
Yes,Travel_Rarely,Research & Development,Life Sciences,1333,Male,Laboratory Technician,Married,No,Y,4,Best,44,100.00%,935,3,0,3,1,1,0,89,3,1,1,1,2362,14669,4,12,3,3,80,0,10,3,2,1,2
No,Non-Travel,Research & Development,Life Sciences,1334,Male,Manager,Married,Yes,Y,3,Avg,42,0.00%,495,2,0,1,1,3,0,37,3,4,3,1,17861,26582,0,13,3,4,80,0,21,20,8,2,10
No,Travel_Rarely,Research & Development,Medical,1336,Female,Manager,Married,No,Y,5,Good,55,0.00%,282,2,0,2,1,4,1,58,1,5,3,0,19187,6992,4,14,3,4,80,1,23,19,9,9,11
No,Travel_Rarely,Human Resources,Life Sciences,1338,Male,Manager,Single,No,Y,4,Good,56,0.00%,206,8,0,4,1,4,0,99,3,5,2,1,19717,4022,6,14,3,1,80,0,36,7,3,7,7
No,Non-Travel,Research & Development,Life Sciences,1340,Male,Research Scientist,Divorced,No,Y,0,Good,40,0.00%,458,16,0,2,1,3,0,74,3,1,3,1,3544,8532,9,16,3,2,80,1,6,4,2,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1344,Male,Healthcare Representative,Divorced,No,Y,0,Avg,34,0.00%,943,9,0,3,1,4,0,86,3,3,4,1,8500,5494,0,11,3,4,80,1,10,9,7,1,6
No,Travel_Rarely,Research & Development,Life Sciences,1346,Male,Research Scientist,Single,No,Y,4,Good,40,0.00%,523,2,0,3,1,3,0,98,3,2,4,1,4661,22455,1,13,3,3,80,0,9,9,8,8,8
No,Travel_Frequently,Sales,Marketing,1349,Female,Sales Executive,Divorced,No,Y,2,Good,41,0.00%,1018,1,0,3,1,3,1,66,3,2,1,0,4103,4297,0,17,3,4,80,1,10,9,3,1,7
No,Travel_Frequently,Research & Development,Life Sciences,1350,Male,Research Scientist,Single,Yes,Y,3,Good,35,0.00%,482,4,0,4,1,3,0,87,3,2,3,1,4249,2690,1,11,3,2,80,0,9,9,6,1,1
No,Travel_Rarely,Human Resources,Life Sciences,1352,Male,Manager,Divorced,Yes,Y,2,Good,51,0.00%,770,5,0,3,1,3,0,84,3,4,2,1,14026,17588,1,11,3,2,80,1,33,33,9,0,10
No,Travel_Rarely,Sales,Life Sciences,1355,Female,Sales Executive,Divorced,No,Y,3,Good,38,0.00%,1009,2,0,2,1,2,1,31,3,2,1,0,6893,19461,3,15,3,4,80,1,11,7,7,1,7
No,Travel_Rarely,Sales,Medical,1356,Female,Sales Executive,Single,No,Y,6,Best,34,0.00%,507,15,0,2,1,3,1,66,3,2,1,0,6125,23553,1,12,3,4,80,0,10,10,8,9,6
No,Travel_Rarely,Research & Development,Medical,1358,Male,Laboratory Technician,Married,No,Y,6,Avg,25,0.00%,882,19,0,1,1,4,0,67,3,1,4,1,3669,9075,3,11,3,3,80,3,7,3,2,1,2
Yes,Travel_Rarely,Research & Development,Medical,1360,Female,Manufacturing Director,Married,Yes,Y,0,Avg,58,100.00%,601,7,0,4,1,3,1,53,2,3,1,0,10008,12023,7,14,3,4,80,0,31,10,9,5,9
No,Travel_Rarely,Research & Development,Life Sciences,1361,Male,Laboratory Technician,Married,No,Y,3,Good,40,0.00%,329,1,0,4,1,2,0,88,3,1,2,1,2387,6762,3,22,4,3,80,1,7,4,2,0,3
No,Travel_Frequently,Sales,Marketing,1362,Female,Sales Executive,Married,No,Y,2,Avg,36,0.00%,607,7,0,3,1,1,1,83,4,2,1,0,4639,2261,2,16,3,4,80,1,17,15,7,6,13
No,Travel_Rarely,Research & Development,Life Sciences,1363,Male,Manufacturing Director,Single,No,Y,2,Good,48,0.00%,855,4,0,3,1,4,0,54,3,3,4,1,7898,18706,1,11,3,3,80,0,11,10,9,0,8
No,Travel_Rarely,Sales,Medical,1364,Female,Sales Representative,Married,No,Y,4,Good,27,0.00%,1291,11,0,3,1,3,1,98,4,1,4,0,2534,6527,8,14,3,2,80,1,5,1,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,1367,Female,Manufacturing Director,Single,No,Y,1,Avg,51,0.00%,1405,11,0,2,1,4,1,82,2,4,2,0,13142,24439,3,16,3,2,80,0,29,5,2,0,3
No,Non-Travel,Research & Development,Life Sciences,1368,Female,Laboratory Technician,Single,No,Y,5,Best,18,0.00%,1124,1,0,3,1,4,1,97,3,1,4,0,1611,19305,1,15,3,3,80,0,0,0,0,0,0
No,Travel_Rarely,Research & Development,Medical,1369,Female,Laboratory Technician,Married,No,Y,0,Good,35,0.00%,817,1,0,3,1,4,1,60,2,2,4,0,5363,10846,0,12,3,2,80,1,10,9,7,0,0
No,Travel_Frequently,Sales,Life Sciences,1371,Male,Sales Executive,Single,No,Y,3,Good,27,0.00%,793,2,0,1,1,4,0,43,1,2,4,1,5071,20392,3,20,4,2,80,0,8,6,2,0,0
Yes,Travel_Rarely,Sales,Marketing,1372,Male,Sales Executive,Single,Yes,Y,2,Avg,55,100.00%,267,13,0,4,1,1,0,85,4,4,3,1,13695,9277,6,17,3,3,80,0,24,19,7,3,8
No,Travel_Rarely,Research & Development,Life Sciences,1373,Male,Manufacturing Director,Married,Yes,Y,0,Good,56,0.00%,1369,23,0,3,1,4,0,68,3,4,2,1,13402,18235,4,12,3,1,80,1,33,19,16,15,9
No,Non-Travel,Research & Development,Technical Degree,1374,Female,Research Scientist,Divorced,No,Y,2,Good,34,0.00%,999,26,0,1,1,1,1,92,2,1,3,0,2029,15891,1,20,4,3,80,3,5,5,4,0,0
No,Travel_Rarely,Research & Development,Medical,1375,Female,Healthcare Representative,Divorced,No,Y,0,Good,40,0.00%,1202,2,0,1,1,2,1,89,4,2,3,0,6377,13888,5,20,4,2,80,3,15,12,11,11,8
No,Travel_Rarely,Research & Development,Medical,1377,Male,Laboratory Technician,Married,No,Y,1,Good,34,0.00%,285,29,0,3,1,2,0,86,3,2,3,1,5429,17491,4,13,3,1,80,2,10,8,7,7,7
Yes,Travel_Frequently,Sales,Life Sciences,1379,Female,Sales Representative,Single,No,Y,3,Best,31,100.00%,703,2,0,3,1,3,1,90,2,1,4,0,2785,11882,7,14,3,3,80,0,3,1,0,0,0
Yes,Travel_Frequently,Sales,Marketing,1380,Female,Sales Executive,Married,Yes,Y,0,Avg,35,100.00%,662,18,0,4,1,4,1,67,3,2,3,0,4614,23288,0,18,3,3,80,1,5,4,2,3,2
No,Travel_Frequently,Research & Development,Life Sciences,1382,Male,Research Scientist,Divorced,No,Y,2,Good,38,0.00%,693,7,0,3,1,4,0,57,4,1,3,1,2610,15748,1,11,3,4,80,3,4,4,2,0,3
No,Travel_Rarely,Research & Development,Technical Degree,1383,Female,Healthcare Representative,Single,No,Y,2,Best,34,0.00%,404,2,0,4,1,3,1,98,3,2,4,0,6687,6163,1,11,3,4,80,0,14,14,11,4,11
No,Travel_Rarely,Sales,Life Sciences,1387,Male,Sales Executive,Married,No,Y,0,Good,28,0.00%,736,26,0,3,1,3,0,48,2,2,1,1,4724,24232,1,11,3,3,80,1,5,5,3,0,4
Yes,Travel_Rarely,Research & Development,Medical,1389,Male,Manufacturing Director,Married,Yes,Y,3,Avg,31,100.00%,330,22,0,4,1,4,0,98,3,2,3,1,6179,21057,1,15,3,4,80,2,10,10,2,6,7
No,Travel_Rarely,Sales,Life Sciences,1390,Male,Sales Executive,Married,Yes,Y,2,Best,39,0.00%,1498,21,0,4,1,1,0,44,2,2,4,1,6120,3567,3,12,3,4,80,2,8,5,4,1,4
No,Travel_Frequently,Sales,Marketing,1391,Male,Sales Executive,Married,No,Y,5,Good,51,0.00%,541,2,0,3,1,2,0,52,3,3,2,1,10596,15395,2,11,3,2,80,0,14,4,2,3,2
No,Travel_Frequently,Research & Development,Life Sciences,1392,Female,Research Scientist,Divorced,Yes,Y,4,Avg,41,0.00%,1200,22,0,3,1,4,1,75,3,2,4,0,5467,13953,3,14,3,1,80,2,12,6,2,3,3
No,Travel_Rarely,Research & Development,Life Sciences,1394,Male,Research Scientist,Married,Yes,Y,2,Good,37,0.00%,1439,4,0,1,1,3,0,54,3,1,3,1,2996,5182,7,15,3,4,80,0,8,6,4,1,3
No,Travel_Frequently,Sales,Life Sciences,1395,Male,Sales Executive,Married,No,Y,2,Best,33,0.00%,1111,5,0,1,1,2,0,61,3,2,4,1,9998,19293,6,13,3,1,80,0,8,5,4,1,2
No,Travel_Rarely,Sales,Marketing,1396,Male,Sales Executive,Married,Yes,Y,3,Avg,32,0.00%,499,2,0,1,1,3,0,36,3,2,2,1,4078,20497,0,13,3,1,80,3,4,3,2,1,2
No,Non-Travel,Research & Development,Life Sciences,1397,Male,Healthcare Representative,Married,No,Y,2,Good,39,0.00%,1485,25,0,2,1,3,0,71,3,3,3,1,10920,3449,3,21,4,2,80,1,13,6,4,0,5
No,Travel_Rarely,Sales,Life Sciences,1399,Male,Sales Executive,Married,No,Y,3,Avg,25,0.00%,1372,18,0,1,1,1,0,93,4,2,3,1,6232,12477,2,11,3,2,80,0,6,3,2,1,2
No,Travel_Frequently,Research & Development,Medical,1401,Female,Manufacturing Director,Married,Yes,Y,3,Avg,52,0.00%,322,28,0,2,1,4,1,59,4,4,3,0,13247,9731,2,11,3,2,80,1,24,5,3,0,2
No,Travel_Rarely,Research & Development,Medical,1402,Female,Research Scientist,Single,Yes,Y,3,Bad,43,0.00%,930,6,0,3,1,1,1,73,2,2,3,0,4081,20003,1,14,3,1,80,0,20,20,7,1,8
No,Travel_Rarely,Sales,Marketing,1403,Female,Sales Executive,Married,Yes,Y,3,Good,27,0.00%,205,10,0,3,1,4,1,98,2,2,4,0,5769,7100,1,11,3,4,80,0,6,6,2,4,4
Yes,Travel_Rarely,Research & Development,Life Sciences,1405,Female,Research Scientist,Single,Yes,Y,2,Good,27,100.00%,135,17,0,4,1,4,1,51,3,1,3,0,2394,25681,1,13,3,4,80,0,8,8,2,7,7
No,Travel_Rarely,Research & Development,Medical,1407,Male,Research Scientist,Single,No,Y,2,Good,26,0.00%,683,2,0,1,1,1,0,36,2,1,4,1,3904,4050,0,12,3,4,80,0,5,4,3,1,1
No,Travel_Rarely,Human Resources,Human Resources,1408,Female,Manager,Married,No,Y,5,Good,42,0.00%,1147,10,0,3,1,3,1,31,3,4,1,0,16799,16616,0,14,3,3,80,1,21,20,7,0,9
No,Non-Travel,Research & Development,Medical,1955,Female,Healthcare Representative,Divorced,No,Y,6,Good,32,0.00%,1146,15,0,4,1,3,1,34,3,2,4,0,6667,16542,5,18,3,2,80,1,9,5,1,1,2
No,Non-Travel,Research & Development,Medical,1662,Female,Manufacturing Director,Married,No,Y,6,Good,36,0.00%,894,1,0,4,1,4,1,33,2,2,3,0,4374,15411,0,15,3,3,80,0,4,3,2,1,2
No,Non-Travel,Research & Development,Life Sciences,1630,Female,Healthcare Representative,Married,No,Y,5,Good,35,0.00%,208,8,0,4,1,3,1,52,3,2,3,0,4148,12250,1,12,3,4,80,1,15,14,11,2,9
No,Non-Travel,Research & Development,Medical,2000,Female,Research Director,Married,No,Y,3,Bad,47,0.00%,1162,1,0,1,1,3,1,98,3,3,2,0,11957,17231,0,18,3,1,80,2,14,13,8,5,12
No,Non-Travel,Research & Development,Medical,1839,Female,Research Scientist,Single,No,Y,4,Bad,18,0.00%,1431,14,0,3,1,2,1,33,3,1,3,0,1514,8018,1,16,3,3,80,0,0,0,0,0,0
No,Non-Travel,Sales,Life Sciences,1929,Female,Sales Executive,Married,No,Y,1,Good,39,0.00%,1251,21,0,4,1,1,1,32,1,2,3,0,5736,3987,6,19,3,3,80,1,10,3,2,1,2
No,Non-Travel,Sales,Life Sciences,1495,Female,Sales Representative,Married,No,Y,2,Good,24,0.00%,830,13,0,2,1,4,1,78,3,1,2,0,2033,7103,1,13,3,3,80,1,1,1,0,0,0
No,Non-Travel,Sales,Marketing,1756,Female,Sales Executive,Single,No,Y,2,Avg,33,0.00%,1283,2,0,3,1,4,1,62,3,2,2,0,5147,10697,8,15,3,4,80,0,13,11,7,1,7
No,Travel_Frequently,Research & Development,Medical,1900,Female,Manager,Divorced,No,Y,3,Good,48,0.00%,117,22,0,3,1,4,1,58,3,4,4,0,17174,2437,3,11,3,2,80,1,24,22,17,4,7
No,Travel_Frequently,Research & Development,Life Sciences,2025,Female,Manufacturing Director,Divorced,No,Y,3,Good,36,0.00%,688,4,0,2,1,4,1,97,3,2,2,0,5131,9192,7,13,3,2,80,3,18,4,2,0,2
No,Travel_Frequently,Research & Development,Medical,1760,Female,Laboratory Technician,Married,No,Y,4,Avg,38,0.00%,594,2,0,2,1,3,1,75,2,1,2,0,2468,15963,4,14,3,2,80,1,9,6,1,0,5
No,Travel_Frequently,Research & Development,Life Sciences,1870,Female,Research Scientist,Married,No,Y,2,Avg,27,0.00%,1131,15,0,3,1,4,1,77,2,1,1,0,4774,23844,0,19,3,4,80,1,8,7,6,7,3
No,Travel_Frequently,Research & Development,Technical Degree,1985,Female,Laboratory Technician,Married,No,Y,2,Best,40,0.00%,692,11,0,3,1,4,1,73,3,2,3,0,6323,26849,1,11,3,1,80,1,10,10,9,9,4
No,Travel_Frequently,Research & Development,Life Sciences,1513,Female,Laboratory Technician,Married,No,Y,3,Good,29,0.00%,410,2,0,1,1,4,1,97,3,1,2,0,3180,4668,0,13,3,3,80,3,4,3,2,0,2
No,Travel_Frequently,Research & Development,Medical,1633,Female,Manufacturing Director,Single,No,Y,2,Bad,39,0.00%,711,4,0,3,1,1,1,81,3,2,3,0,5042,3140,0,13,3,4,80,0,10,9,2,3,8
No,Travel_Frequently,Research & Development,Medical,1480,Female,Laboratory Technician,Single,No,Y,3,Good,42,0.00%,748,9,0,2,1,1,1,74,3,1,4,0,3673,16458,1,13,3,3,80,0,12,12,9,5,8
No,Travel_Frequently,Research & Development,Technical Degree,1745,Female,Research Scientist,Single,No,Y,2,Good,30,0.00%,1312,2,0,4,1,4,1,78,2,1,1,0,4968,26427,0,16,3,4,80,0,10,9,7,0,7
No,Travel_Frequently,Sales,Marketing,1481,Female,Sales Executive,Married,No,Y,4,Avg,44,0.00%,383,1,0,5,1,1,1,79,3,2,3,0,4768,9282,7,12,3,3,80,1,11,1,0,0,0
No,Travel_Frequently,Sales,Marketing,1833,Female,Sales Executive,Married,No,Y,3,Good,31,0.00%,1125,7,0,4,1,1,1,68,3,3,1,0,9637,8277,2,14,3,4,80,2,9,3,2,2,2
No,Travel_Rarely,Human Resources,Human Resources,1987,Female,Human Resources,Married,No,Y,3,Good,25,0.00%,309,2,0,3,1,3,1,82,3,1,2,0,2187,19655,4,14,3,3,80,0,6,2,0,1,2
No,Travel_Rarely,Human Resources,Life Sciences,1625,Female,Manager,Married,No,Y,2,Good,47,0.00%,1176,26,0,4,1,4,1,98,3,5,3,0,19658,5220,3,11,3,3,80,1,27,5,2,1,0
No,Travel_Rarely,Human Resources,Medical,1461,Female,Human Resources,Single,No,Y,3,Good,31,0.00%,1398,8,0,2,1,4,1,96,4,1,2,0,2109,24609,9,18,3,4,80,0,8,3,2,0,2
No,Travel_Rarely,Research & Development,Medical,1916,Female,Laboratory Technician,Divorced,No,Y,0,Avg,31,0.00%,471,4,0,3,1,1,1,62,4,1,3,0,3978,16031,8,12,3,2,80,1,4,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,1829,Female,Healthcare Representative,Divorced,No,Y,3,Good,40,0.00%,750,12,0,3,1,2,1,47,3,2,1,0,4448,10748,2,12,3,2,80,1,15,7,4,7,7
No,Travel_Rarely,Research & Development,Life Sciences,1822,Female,Healthcare Representative,Divorced,No,Y,3,Good,40,0.00%,1194,1,0,3,1,3,1,52,3,2,4,0,6513,9060,4,17,3,4,80,1,12,5,3,0,3
No,Travel_Rarely,Research & Development,Technical Degree,1762,Female,Research Scientist,Divorced,No,Y,2,Good,29,0.00%,590,4,0,3,1,4,1,91,2,1,1,0,2109,10007,1,13,3,3,80,1,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1658,Female,Research Scientist,Divorced,No,Y,2,Good,34,0.00%,1130,3,0,3,1,4,1,66,3,2,2,0,5433,19332,1,12,3,3,80,1,11,11,8,7,9
No,Travel_Rarely,Research & Development,Other,1635,Female,Manufacturing Director,Divorced,No,Y,3,Good,45,0.00%,1329,2,0,2,1,4,1,59,2,2,4,0,5770,5388,1,19,3,1,80,2,10,10,7,3,9
No,Travel_Rarely,Research & Development,Life Sciences,1656,Female,Research Director,Divorced,No,Y,3,Good,50,0.00%,813,17,0,5,1,4,1,50,2,3,1,0,13269,21981,5,15,3,3,80,3,19,14,11,1,11
No,Travel_Rarely,Research & Development,Medical,1502,Female,Laboratory Technician,Married,No,Y,5,Good,33,0.00%,1099,4,0,4,1,1,1,82,2,1,2,0,3838,8192,8,11,3,4,80,0,8,5,4,0,2
No,Travel_Rarely,Research & Development,Medical,1866,Female,Manager,Married,No,Y,2,Good,43,0.00%,823,6,0,3,1,1,1,81,2,5,3,0,19392,22539,7,13,3,4,80,0,21,16,12,6,14
No,Travel_Rarely,Research & Development,Technical Degree,1786,Female,Manager,Married,No,Y,2,Good,51,0.00%,942,3,0,3,1,1,1,53,3,3,3,0,13116,22984,2,11,3,4,80,0,15,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,1701,Female,Research Scientist,Married,No,Y,3,Good,34,0.00%,678,19,0,3,1,2,1,35,2,1,4,0,2929,20338,1,12,3,2,80,0,10,10,9,8,7
No,Travel_Rarely,Research & Development,Medical,1647,Female,Research Scientist,Married,No,Y,0,Good,27,0.00%,486,8,0,3,1,2,1,86,4,1,3,0,3517,22490,7,17,3,1,80,0,5,3,2,0,2
No,Travel_Rarely,Research & Development,Other,1409,Female,Laboratory Technician,Married,No,Y,2,Bad,52,0.00%,258,8,0,4,1,3,1,54,3,1,1,0,2950,17363,9,13,3,3,80,0,12,5,4,0,4
No,Travel_Rarely,Research & Development,Medical,2015,Female,Research Director,Married,No,Y,3,Good,38,0.00%,201,10,0,3,1,2,1,99,1,3,3,0,13206,3376,3,12,3,1,80,1,20,18,16,1,11
No,Travel_Rarely,Research & Development,Medical,1640,Female,Research Scientist,Married,No,Y,2,Bad,37,0.00%,1470,10,0,3,1,2,1,71,3,1,2,0,3936,9953,1,11,3,1,80,1,8,8,4,7,7
No,Travel_Rarely,Research & Development,Other,1544,Female,Healthcare Representative,Married,No,Y,3,Good,29,0.00%,441,8,0,1,1,3,1,39,1,2,1,0,9715,7288,3,13,3,3,80,1,9,7,7,0,7
